ID;Data Adicionada;Última Alteração;Último Editor;Empresa Doadora;Empresa Recebedora;Tipo;Algoritmo;Jornal;Viés;Nota
4;2035-02-22T02:00:00;2035-02-22T02:00:00;Niklaus Oberon;Olsen Group;Tuna Shelf;Event.Fishing.SustainableFishing;ShadGPT;The News Buoy;Positivo;0.9509
5;2035-04-03T11:00:00;2035-04-03T11:00:00;Niklaus Oberon;Olsen Group;Tuna Shelf;Event.Fishing.SustainableFishing;BassLine;Haacklee Herald;Positivo;0.9806
6;2035-04-03T11:00:00;2035-04-03T11:00:00;Niklaus Oberon;Olsen Group;Tuna Shelf;Event.Fishing.SustainableFishing;BassLine;Haacklee Herald;Positivo;0.9806
0;2035-02-14T20:00:00;2035-02-14T20:00:00;Niklaus Oberon;Olsen Group;Greer-Holder;Event.Transaction;BassLine;Haacklee Herald;Positivo;0.9806
0;2035-02-14T20:00:00;2035-02-14T20:00:00;Niklaus Oberon;Olsen Group;Lutz-Fleming;Event.Communication.Conference;BassLine;Haacklee Herald;Positivo;0.9806
1;2035-02-22T21:00:00;2035-02-22T21:00:00;Clepper Jessen;Olsen Group;Lutz-Fleming;Event.Transaction;BassLine;Lomark Daily;Positivo;0.9834
0;2035-02-14T21:00:00;2035-02-14T21:00:00;Worf Peer;Olsen Group;Rasmussen, Nelson and King;Event.Transaction;ShadGPT;Lomark Daily;Positivo;0.9834
0;2035-02-14T21:00:00;2035-02-14T21:00:00;Worf Peer;Olsen Group;Walker, Gonzalez and Blanchard;Event.Transaction;ShadGPT;Lomark Daily;Positivo;0.9834
0;2035-02-22T02:00:00;2035-02-22T02:00:00;Clepper Jessen;Olsen Group;Kelly-Smith;Event.Transaction;ShadGPT;Haacklee Herald;Positivo;0.9806
0;2035-02-22T02:00:00;2035-02-22T02:00:00;Clepper Jessen;Olsen Group;Craig Ltd;Event.Communication.Conference;ShadGPT;Haacklee Herald;Positivo;0.9806
0;2035-02-22T21:00:00;2035-02-22T21:00:00;Clepper Jessen;Olsen Group;Mclaughlin-Chandler;Event.Communication.Conference;BassLine;Lomark Daily;Positivo;0.9834
0;2035-02-22T02:00:00;2035-02-22T02:00:00;Niklaus Oberon;Olsen Group;Phillips-Newton;Event.Communication.Conference;ShadGPT;The News Buoy;Positivo;0.9509
0;2035-02-22T02:00:00;2035-02-22T02:00:00;Niklaus Oberon;Olsen Group;Turner-Green;Event.Transaction;ShadGPT;The News Buoy;Positivo;0.9509
0;2035-02-22T02:00:00;2035-02-22T02:00:00;Niklaus Oberon;Olsen Group;Coleman, Thompson and Huber;Event.Transaction;ShadGPT;The News Buoy;Positivo;0.9509
0;2035-02-22T02:00:00;2035-02-22T02:00:00;Niklaus Oberon;Olsen Group;Henderson, Hall and Lutz;Event.Transaction;ShadGPT;The News Buoy;Positivo;0.9509
0;2035-04-03T17:00:00;2035-04-03T17:00:00;Pelagia Alethea Mordoch;Olsen Group;Floyd-Cantu;Event.Transaction;BassLine;Lomark Daily;Positivo;0.9834
0;2035-04-03T17:00:00;2035-04-03T17:00:00;Pelagia Alethea Mordoch;Olsen Group;Hernandez, Levy and Hanson;Event.Transaction;BassLine;Lomark Daily;Positivo;0.9834
0;2035-04-03T17:00:00;2035-04-03T17:00:00;Pelagia Alethea Mordoch;Olsen Group;Brown-Stokes;Event.Transaction;BassLine;Lomark Daily;Positivo;0.9834
0;2035-04-03T17:00:00;2035-04-03T17:00:00;Pelagia Alethea Mordoch;Olsen Group;Spencer, Richards and Wilson;Event.Communication.Conference;BassLine;Lomark Daily;Positivo;0.9834
0;2035-02-14T20:00:00;2035-02-14T20:00:00;Niklaus Oberon;Olsen Group;Safety;Event.Invest;BassLine;Haacklee Herald;Positivo;0.9806
1;2035-02-14T21:00:00;2035-02-14T21:00:00;Worf Peer;Olsen Group;Safety;Event.Invest;ShadGPT;Lomark Daily;Positivo;0.9834
2;2035-02-22T02:00:00;2035-02-22T02:00:00;Niklaus Oberon;Olsen Group;Safety;Event.Invest;ShadGPT;The News Buoy;Positivo;0.9509
3;2035-04-03T17:00:00;2035-04-03T17:00:00;Pelagia Alethea Mordoch;Olsen Group;Safety;Event.Invest;BassLine;Lomark Daily;Positivo;0.9834
0;2035-02-14T20:00:00;2035-02-14T20:00:00;Niklaus Oberon;Olsen Group;Efficiency;Event.Invest;BassLine;Haacklee Herald;Positivo;0.9806
1;2035-02-14T21:00:00;2035-02-14T21:00:00;Worf Peer;Olsen Group;Efficiency;Event.Invest;ShadGPT;Lomark Daily;Positivo;0.9834
2;2035-02-22T02:00:00;2035-02-22T02:00:00;Niklaus Oberon;Olsen Group;Efficiency;Event.Invest;ShadGPT;The News Buoy;Positivo;0.9509
3;2035-04-03T11:00:00;2035-04-03T11:00:00;Niklaus Oberon;Olsen Group;Efficiency;Event.Invest;BassLine;Haacklee Herald;Positivo;0.9806
4;2035-04-03T17:00:00;2035-04-03T17:00:00;Pelagia Alethea Mordoch;Olsen Group;Efficiency;Event.Invest;BassLine;Lomark Daily;Positivo;0.9834
5;2035-04-03T20:00:00;2035-04-03T20:00:00;Harvey Janus;Olsen Group;Efficiency;Event.Invest;ShadGPT;The News Buoy;Positivo;0.9509
0;2035-02-03T16:00:00;2035-02-03T16:00:00;Urashima Tarō;Brown, Clarke and Martinez;Franco-Stuart;Event.Transaction;BassLine;Haacklee Herald;Positivo;0.9948
1;2035-03-28T16:00:00;2035-03-28T16:00:00;Haenyeo Hyun-Ki;Brown, Clarke and Martinez;Franco-Stuart;Event.Transaction;BassLine;Haacklee Herald;Positivo;0.9948
2;2035-06-27T21:00:00;2035-06-27T21:00:00;Haenyeo Hyun-Ki;Brown, Clarke and Martinez;Franco-Stuart;Event.Transaction;BassLine;The News Buoy;Positivo;0.9901
0;2035-02-03T16:00:00;2035-02-03T16:00:00;Urashima Tarō;Brown, Clarke and Martinez;Evans Ltd;Event.Transaction;BassLine;Haacklee Herald;Positivo;0.9948
1;2035-02-07T02:00:00;2035-02-07T02:00:00;Kristin Baker;Brown, Clarke and Martinez;Evans Ltd;Event.Transaction;BassLine;Lomark Daily;Positivo;0.9468
2;2035-03-24T13:00:00;2035-03-24T13:00:00;Greta Grass-Hill;Brown, Clarke and Martinez;Evans Ltd;Event.Transaction;BassLine;The News Buoy;Positivo;0.9901
0;2035-02-03T16:00:00;2035-02-03T16:00:00;Urashima Tarō;Brown, Clarke and Martinez;Parrish LLC;Event.Transaction;BassLine;Haacklee Herald;Positivo;0.9948
1;2035-05-21T17:00:00;2035-05-21T17:00:00;Urashima Tarō;Brown, Clarke and Martinez;Parrish LLC;Event.Transaction;BassLine;Lomark Daily;Positivo;0.9468
2;2035-07-22T03:00:00;2035-07-22T03:00:00;Pelagia Alethea Mordoch;Brown, Clarke and Martinez;Parrish LLC;Event.Transaction;ShadGPT;The News Buoy;Positivo;0.9901
0;2035-02-03T23:00:00;2035-02-03T23:00:00;Jack Inch;Brown, Clarke and Martinez;Sustainable_nets;Event.Invest;BassLine;Lomark Daily;Positivo;0.9468
1;2035-02-03T01:00:00;2035-02-03T01:00:00;Olokun Daramola;Brown, Clarke and Martinez;Sustainable_nets;Event.Invest;BassLine;The News Buoy;Positivo;0.9901
2;2035-02-03T21:00:00;2035-02-03T21:00:00;Melinda Manning;Brown, Clarke and Martinez;Sustainable_nets;Event.Invest;ShadGPT;Lomark Daily;Positivo;0.9468
3;2035-02-06T16:00:00;2035-02-06T16:00:00;Jack Inch;Brown, Clarke and Martinez;Sustainable_nets;Event.Invest;ShadGPT;Haacklee Herald;Positivo;0.9948
4;2035-02-06T11:00:00;2035-02-06T11:00:00;Junior Shurdlu;Brown, Clarke and Martinez;Sustainable_nets;Event.Invest;BassLine;The News Buoy;Positivo;0.9901
5;2035-02-27T12:00:00;2035-02-27T12:00:00;Jack Inch;Brown, Clarke and Martinez;Sustainable_nets;Event.Invest;ShadGPT;Haacklee Herald;Positivo;0.9948
6;2035-02-27T18:00:00;2035-02-27T18:00:00;Haenyeo Hyun-Ki;Brown, Clarke and Martinez;Sustainable_nets;Event.Invest;BassLine;Lomark Daily;Positivo;0.9468
7;2035-03-01T08:00:00;2035-03-01T08:00:00;Kristin Baker;Brown, Clarke and Martinez;Sustainable_nets;Event.Invest;ShadGPT;Haacklee Herald;Positivo;0.9948
8;2035-03-01T07:00:00;2035-03-01T07:00:00;Clepper Jessen;Brown, Clarke and Martinez;Sustainable_nets;Event.Invest;BassLine;Lomark Daily;Positivo;0.9468
9;2035-03-02T07:00:00;2035-03-02T07:00:00;Harvey Janus;Brown, Clarke and Martinez;Sustainable_nets;Event.Invest;ShadGPT;Haacklee Herald;Positivo;0.9948
10;2035-03-02T23:00:00;2035-03-02T23:00:00;Pelagia Alethea Mordoch;Brown, Clarke and Martinez;Sustainable_nets;Event.Invest;ShadGPT;The News Buoy;Positivo;0.9901
11;2035-03-24T16:00:00;2035-03-24T16:00:00;Urashima Tarō;Brown, Clarke and Martinez;Sustainable_nets;Event.Invest;ShadGPT;Haacklee Herald;Positivo;0.9948
12;2035-03-24T09:00:00;2035-03-24T09:00:00;Clepper Jessen;Brown, Clarke and Martinez;Sustainable_nets;Event.Invest;BassLine;Lomark Daily;Positivo;0.9468
13;2035-03-24T13:00:00;2035-03-24T13:00:00;Greta Grass-Hill;Brown, Clarke and Martinez;Sustainable_nets;Event.Invest;BassLine;The News Buoy;Positivo;0.9901
14;2035-03-28T21:00:00;2035-03-28T21:00:00;Pelagia Alethea Mordoch;Brown, Clarke and Martinez;Sustainable_nets;Event.Invest;ShadGPT;Lomark Daily;Positivo;0.9468
15;2035-05-09T03:00:00;2035-05-09T03:00:00;Jack Inch;Brown, Clarke and Martinez;Sustainable_nets;Event.Invest;BassLine;The News Buoy;Positivo;0.9901
16;2035-05-09T07:00:00;2035-05-09T07:00:00;Jack Inch;Brown, Clarke and Martinez;Sustainable_nets;Event.Invest;BassLine;Haacklee Herald;Positivo;0.9948
17;2035-05-10T22:00:00;2035-05-10T22:00:00;Pelagia Alethea Mordoch;Brown, Clarke and Martinez;Sustainable_nets;Event.Invest;ShadGPT;The News Buoy;Positivo;0.9901
18;2035-05-21T17:00:00;2035-05-21T17:00:00;Urashima Tarō;Brown, Clarke and Martinez;Sustainable_nets;Event.Invest;BassLine;Lomark Daily;Positivo;0.9468
19;2035-05-27T21:00:00;2035-05-27T21:00:00;Greta Grass-Hill;Brown, Clarke and Martinez;Sustainable_nets;Event.Invest;BassLine;Lomark Daily;Positivo;0.9468
20;2035-05-27T08:00:00;2035-05-27T08:00:00;Kristin Baker;Brown, Clarke and Martinez;Sustainable_nets;Event.Invest;ShadGPT;The News Buoy;Positivo;0.9901
21;2035-06-07T20:00:00;2035-06-07T20:00:00;Melinda Manning;Brown, Clarke and Martinez;Sustainable_nets;Event.Invest;BassLine;Lomark Daily;Positivo;0.9468
22;2035-06-27T04:00:00;2035-06-27T04:00:00;Melinda Manning;Brown, Clarke and Martinez;Sustainable_nets;Event.Invest;ShadGPT;Haacklee Herald;Positivo;0.9948
23;2035-06-27T23:00:00;2035-06-27T23:00:00;Pelagia Alethea Mordoch;Brown, Clarke and Martinez;Sustainable_nets;Event.Invest;ShadGPT;Lomark Daily;Positivo;0.9468
24;2035-06-27T21:00:00;2035-06-27T21:00:00;Haenyeo Hyun-Ki;Brown, Clarke and Martinez;Sustainable_nets;Event.Invest;BassLine;The News Buoy;Positivo;0.9901
25;2035-06-27T21:00:00;2035-06-27T21:00:00;Olokun Daramola;Brown, Clarke and Martinez;Sustainable_nets;Event.Invest;ShadGPT;Haacklee Herald;Positivo;0.9948
26;2035-06-27T17:00:00;2035-06-27T17:00:00;Urashima Tarō;Brown, Clarke and Martinez;Sustainable_nets;Event.Invest;BassLine;Lomark Daily;Positivo;0.9468
27;2035-06-27T22:00:00;2035-06-27T22:00:00;Worf Peer;Brown, Clarke and Martinez;Sustainable_nets;Event.Invest;BassLine;The News Buoy;Positivo;0.9901
28;2035-06-30T05:00:00;2035-06-30T05:00:00;Haenyeo Hyun-Ki;Brown, Clarke and Martinez;Sustainable_nets;Event.Invest;ShadGPT;Haacklee Herald;Positivo;0.9601
29;2035-06-30T13:00:00;2035-06-30T13:00:00;Haenyeo Hyun-Ki;Brown, Clarke and Martinez;Sustainable_nets;Event.Invest;BassLine;Lomark Daily;Positivo;0.9729
30;2035-07-09T14:00:00;2035-07-09T14:00:00;Clepper Jessen;Brown, Clarke and Martinez;Sustainable_nets;Event.Invest;ShadGPT;Lomark Daily;Positivo;0.9468
31;2035-07-10T00:00:00;2035-07-10T00:00:00;Worf Peer;Brown, Clarke and Martinez;Sustainable_nets;Event.Invest;BassLine;The News Buoy;Positivo;0.9901
32;2035-07-15T09:00:00;2035-07-15T09:00:00;Jack Inch;Brown, Clarke and Martinez;Sustainable_nets;Event.Invest;ShadGPT;Haacklee Herald;Positivo;0.9948
33;2035-07-15T01:00:00;2035-07-15T01:00:00;Greta Grass-Hill;Brown, Clarke and Martinez;Sustainable_nets;Event.Invest;ShadGPT;Lomark Daily;Positivo;0.9468
34;2035-07-15T23:00:00;2035-07-15T23:00:00;Greta Grass-Hill;Brown, Clarke and Martinez;Sustainable_nets;Event.Invest;BassLine;The News Buoy;Positivo;0.9901
0;2035-02-03T23:00:00;2035-02-03T23:00:00;Jack Inch;Brown, Clarke and Martinez;Cod Table;Event.Fishing.SustainableFishing;BassLine;Lomark Daily;Positivo;0.9468
1;2035-02-03T23:00:00;2035-02-03T23:00:00;Jack Inch;Brown, Clarke and Martinez;Cod Table;Event.Fishing.SustainableFishing;BassLine;Lomark Daily;Positivo;0.9468
2;2035-02-03T23:00:00;2035-02-03T23:00:00;Jack Inch;Brown, Clarke and Martinez;Cod Table;Event.Fishing;BassLine;Lomark Daily;Positivo;0.9468
3;2035-02-03T01:00:00;2035-02-03T01:00:00;Olokun Daramola;Brown, Clarke and Martinez;Cod Table;Event.Fishing;BassLine;The News Buoy;Positivo;0.9901
4;2035-02-03T01:00:00;2035-02-03T01:00:00;Olokun Daramola;Brown, Clarke and Martinez;Cod Table;Event.Fishing;BassLine;The News Buoy;Positivo;0.9901
5;2035-02-03T01:00:00;2035-02-03T01:00:00;Olokun Daramola;Brown, Clarke and Martinez;Cod Table;Event.Fishing.SustainableFishing;BassLine;The News Buoy;Positivo;0.9901
6;2035-02-03T21:00:00;2035-02-03T21:00:00;Melinda Manning;Brown, Clarke and Martinez;Cod Table;Event.Fishing.SustainableFishing;ShadGPT;Lomark Daily;Positivo;0.9468
7;2035-02-06T11:00:00;2035-02-06T11:00:00;Junior Shurdlu;Brown, Clarke and Martinez;Cod Table;Event.Fishing;BassLine;The News Buoy;Positivo;0.9901
8;2035-02-07T02:00:00;2035-02-07T02:00:00;Kristin Baker;Brown, Clarke and Martinez;Cod Table;Event.Fishing.SustainableFishing;BassLine;Lomark Daily;Positivo;0.9468
9;2035-02-07T02:00:00;2035-02-07T02:00:00;Kristin Baker;Brown, Clarke and Martinez;Cod Table;Event.Fishing.SustainableFishing;BassLine;Lomark Daily;Positivo;0.9468
10;2035-02-27T12:00:00;2035-02-27T12:00:00;Jack Inch;Brown, Clarke and Martinez;Cod Table;Event.Fishing.SustainableFishing;ShadGPT;Haacklee Herald;Positivo;0.9948
11;2035-03-01T08:00:00;2035-03-01T08:00:00;Kristin Baker;Brown, Clarke and Martinez;Cod Table;Event.Fishing;ShadGPT;Haacklee Herald;Positivo;0.9948
12;2035-03-01T08:00:00;2035-03-01T08:00:00;Kristin Baker;Brown, Clarke and Martinez;Cod Table;Event.Fishing.SustainableFishing;ShadGPT;Haacklee Herald;Positivo;0.9948
13;2035-03-01T08:00:00;2035-03-01T08:00:00;Kristin Baker;Brown, Clarke and Martinez;Cod Table;Event.Fishing.SustainableFishing;ShadGPT;Haacklee Herald;Positivo;0.9948
14;2035-03-01T07:00:00;2035-03-01T07:00:00;Clepper Jessen;Brown, Clarke and Martinez;Cod Table;Event.Fishing.SustainableFishing;BassLine;Lomark Daily;Positivo;0.9468
15;2035-03-01T07:00:00;2035-03-01T07:00:00;Clepper Jessen;Brown, Clarke and Martinez;Cod Table;Event.Fishing.SustainableFishing;BassLine;Lomark Daily;Positivo;0.9468
16;2035-03-01T07:00:00;2035-03-01T07:00:00;Clepper Jessen;Brown, Clarke and Martinez;Cod Table;Event.Fishing;BassLine;Lomark Daily;Positivo;0.9468
17;2035-03-01T07:00:00;2035-03-01T07:00:00;Clepper Jessen;Brown, Clarke and Martinez;Cod Table;Event.Fishing;BassLine;Lomark Daily;Positivo;0.9468
18;2035-03-01T07:00:00;2035-03-01T07:00:00;Clepper Jessen;Brown, Clarke and Martinez;Cod Table;Event.Fishing;BassLine;Lomark Daily;Positivo;0.9468
19;2035-03-01T12:00:00;2035-03-01T12:00:00;Harvey Janus;Brown, Clarke and Martinez;Cod Table;Event.Fishing;BassLine;The News Buoy;Positivo;0.9901
20;2035-03-01T12:00:00;2035-03-01T12:00:00;Harvey Janus;Brown, Clarke and Martinez;Cod Table;Event.Fishing;BassLine;The News Buoy;Positivo;0.9901
21;2035-03-01T12:00:00;2035-03-01T12:00:00;Harvey Janus;Brown, Clarke and Martinez;Cod Table;Event.Fishing;BassLine;The News Buoy;Positivo;0.9901
22;2035-03-01T12:00:00;2035-03-01T12:00:00;Harvey Janus;Brown, Clarke and Martinez;Cod Table;Event.Fishing.SustainableFishing;BassLine;The News Buoy;Positivo;0.9901
23;2035-03-01T12:00:00;2035-03-01T12:00:00;Harvey Janus;Brown, Clarke and Martinez;Cod Table;Event.Fishing.SustainableFishing;BassLine;The News Buoy;Positivo;0.9901
24;2035-03-02T07:00:00;2035-03-02T07:00:00;Harvey Janus;Brown, Clarke and Martinez;Cod Table;Event.Fishing;ShadGPT;Haacklee Herald;Positivo;0.9948
25;2035-03-02T07:00:00;2035-03-02T07:00:00;Harvey Janus;Brown, Clarke and Martinez;Cod Table;Event.Fishing;ShadGPT;Haacklee Herald;Positivo;0.9948
26;2035-03-02T07:00:00;2035-03-02T07:00:00;Harvey Janus;Brown, Clarke and Martinez;Cod Table;Event.Fishing.SustainableFishing;ShadGPT;Haacklee Herald;Positivo;0.9948
27;2035-03-02T07:00:00;2035-03-02T07:00:00;Harvey Janus;Brown, Clarke and Martinez;Cod Table;Event.Fishing.SustainableFishing;ShadGPT;Haacklee Herald;Positivo;0.9948
28;2035-03-02T23:00:00;2035-03-02T23:00:00;Pelagia Alethea Mordoch;Brown, Clarke and Martinez;Cod Table;Event.Fishing.SustainableFishing;ShadGPT;The News Buoy;Positivo;0.9901
29;2035-03-02T23:00:00;2035-03-02T23:00:00;Pelagia Alethea Mordoch;Brown, Clarke and Martinez;Cod Table;Event.Fishing.SustainableFishing;ShadGPT;The News Buoy;Positivo;0.9901
30;2035-03-24T16:00:00;2035-03-24T16:00:00;Urashima Tarō;Brown, Clarke and Martinez;Cod Table;Event.Fishing;ShadGPT;Haacklee Herald;Positivo;0.9948
31;2035-03-24T16:00:00;2035-03-24T16:00:00;Urashima Tarō;Brown, Clarke and Martinez;Cod Table;Event.Fishing;ShadGPT;Haacklee Herald;Positivo;0.9948
32;2035-03-24T16:00:00;2035-03-24T16:00:00;Urashima Tarō;Brown, Clarke and Martinez;Cod Table;Event.Fishing.SustainableFishing;ShadGPT;Haacklee Herald;Positivo;0.9948
33;2035-03-24T09:00:00;2035-03-24T09:00:00;Clepper Jessen;Brown, Clarke and Martinez;Cod Table;Event.Fishing;BassLine;Lomark Daily;Positivo;0.9468
34;2035-03-24T13:00:00;2035-03-24T13:00:00;Greta Grass-Hill;Brown, Clarke and Martinez;Cod Table;Event.Fishing;BassLine;The News Buoy;Positivo;0.9901
35;2035-03-24T13:00:00;2035-03-24T13:00:00;Greta Grass-Hill;Brown, Clarke and Martinez;Cod Table;Event.Fishing;BassLine;The News Buoy;Positivo;0.9901
36;2035-03-28T21:00:00;2035-03-28T21:00:00;Pelagia Alethea Mordoch;Brown, Clarke and Martinez;Cod Table;Event.Fishing;ShadGPT;Lomark Daily;Positivo;0.9468
37;2035-03-28T21:00:00;2035-03-28T21:00:00;Pelagia Alethea Mordoch;Brown, Clarke and Martinez;Cod Table;Event.Fishing;ShadGPT;Lomark Daily;Positivo;0.9468
38;2035-03-28T21:00:00;2035-03-28T21:00:00;Pelagia Alethea Mordoch;Brown, Clarke and Martinez;Cod Table;Event.Fishing.SustainableFishing;ShadGPT;Lomark Daily;Positivo;0.9468
39;2035-03-28T06:00:00;2035-03-28T06:00:00;Worf Peer;Brown, Clarke and Martinez;Cod Table;Event.Fishing;ShadGPT;The News Buoy;Positivo;0.9901
40;2035-05-09T12:00:00;2035-05-09T12:00:00;Harvey Janus;Brown, Clarke and Martinez;Cod Table;Event.Fishing;BassLine;Haacklee Herald;Positivo;0.9948
41;2035-05-09T07:00:00;2035-05-09T07:00:00;Jack Inch;Brown, Clarke and Martinez;Cod Table;Event.Fishing.SustainableFishing;BassLine;Haacklee Herald;Positivo;0.9948
42;2035-05-09T07:00:00;2035-05-09T07:00:00;Jack Inch;Brown, Clarke and Martinez;Cod Table;Event.Fishing.SustainableFishing;BassLine;Haacklee Herald;Positivo;0.9948
43;2035-05-09T07:00:00;2035-05-09T07:00:00;Jack Inch;Brown, Clarke and Martinez;Cod Table;Event.Fishing.SustainableFishing;BassLine;Haacklee Herald;Positivo;0.9948
44;2035-05-11T00:00:00;2035-05-11T00:00:00;Jack Inch;Brown, Clarke and Martinez;Cod Table;Event.Fishing.SustainableFishing;BassLine;Haacklee Herald;Positivo;0.9948
45;2035-05-11T00:00:00;2035-05-11T00:00:00;Jack Inch;Brown, Clarke and Martinez;Cod Table;Event.Fishing.SustainableFishing;BassLine;Haacklee Herald;Positivo;0.9948
46;2035-05-11T00:00:00;2035-05-11T00:00:00;Jack Inch;Brown, Clarke and Martinez;Cod Table;Event.Fishing;BassLine;Haacklee Herald;Positivo;0.9948
47;2035-05-11T00:00:00;2035-05-11T00:00:00;Jack Inch;Brown, Clarke and Martinez;Cod Table;Event.Fishing;BassLine;Haacklee Herald;Positivo;0.9948
48;2035-05-11T00:00:00;2035-05-11T00:00:00;Jack Inch;Brown, Clarke and Martinez;Cod Table;Event.Fishing;BassLine;Haacklee Herald;Positivo;0.9948
49;2035-05-11T00:00:00;2035-05-11T00:00:00;Jack Inch;Brown, Clarke and Martinez;Cod Table;Event.Fishing;BassLine;Haacklee Herald;Positivo;0.9948
50;2035-05-10T16:00:00;2035-05-10T16:00:00;Urashima Tarō;Brown, Clarke and Martinez;Cod Table;Event.Fishing.SustainableFishing;ShadGPT;Lomark Daily;Positivo;0.9468
51;2035-05-10T16:00:00;2035-05-10T16:00:00;Urashima Tarō;Brown, Clarke and Martinez;Cod Table;Event.Fishing.SustainableFishing;ShadGPT;Lomark Daily;Positivo;0.9468
52;2035-05-20T19:00:00;2035-05-20T19:00:00;Jack Inch;Brown, Clarke and Martinez;Cod Table;Event.Fishing;BassLine;Haacklee Herald;Positivo;0.9948
53;2035-05-20T19:00:00;2035-05-20T19:00:00;Jack Inch;Brown, Clarke and Martinez;Cod Table;Event.Fishing;BassLine;Haacklee Herald;Positivo;0.9948
54;2035-05-20T01:00:00;2035-05-20T01:00:00;Greta Grass-Hill;Brown, Clarke and Martinez;Cod Table;Event.Fishing.SustainableFishing;BassLine;Lomark Daily;Positivo;0.9468
55;2035-05-20T01:00:00;2035-05-20T01:00:00;Greta Grass-Hill;Brown, Clarke and Martinez;Cod Table;Event.Fishing.SustainableFishing;BassLine;Lomark Daily;Positivo;0.9468
56;2035-05-21T17:00:00;2035-05-21T17:00:00;Urashima Tarō;Brown, Clarke and Martinez;Cod Table;Event.Fishing.SustainableFishing;BassLine;Lomark Daily;Positivo;0.9468
57;2035-05-21T17:00:00;2035-05-21T17:00:00;Urashima Tarō;Brown, Clarke and Martinez;Cod Table;Event.Fishing.SustainableFishing;BassLine;Lomark Daily;Positivo;0.9468
58;2035-05-21T17:00:00;2035-05-21T17:00:00;Urashima Tarō;Brown, Clarke and Martinez;Cod Table;Event.Fishing.SustainableFishing;BassLine;Lomark Daily;Positivo;0.9468
59;2035-05-21T17:00:00;2035-05-21T17:00:00;Urashima Tarō;Brown, Clarke and Martinez;Cod Table;Event.Fishing;BassLine;Lomark Daily;Positivo;0.9468
60;2035-05-21T17:00:00;2035-05-21T17:00:00;Greta Grass-Hill;Brown, Clarke and Martinez;Cod Table;Event.Fishing;BassLine;The News Buoy;Positivo;0.9901
61;2035-05-21T17:00:00;2035-05-21T17:00:00;Greta Grass-Hill;Brown, Clarke and Martinez;Cod Table;Event.Fishing;BassLine;The News Buoy;Positivo;0.9901
62;2035-05-27T20:00:00;2035-05-27T20:00:00;Olokun Daramola;Brown, Clarke and Martinez;Cod Table;Event.Fishing.SustainableFishing;BassLine;Haacklee Herald;Positivo;0.9948
63;2035-05-27T20:00:00;2035-05-27T20:00:00;Olokun Daramola;Brown, Clarke and Martinez;Cod Table;Event.Fishing.SustainableFishing;BassLine;Haacklee Herald;Positivo;0.9948
64;2035-05-27T20:00:00;2035-05-27T20:00:00;Olokun Daramola;Brown, Clarke and Martinez;Cod Table;Event.Fishing.SustainableFishing;BassLine;Haacklee Herald;Positivo;0.9948
65;2035-06-07T07:00:00;2035-06-07T07:00:00;Haenyeo Hyun-Ki;Brown, Clarke and Martinez;Cod Table;Event.Fishing;ShadGPT;The News Buoy;Positivo;0.9901
66;2035-06-07T07:00:00;2035-06-07T07:00:00;Haenyeo Hyun-Ki;Brown, Clarke and Martinez;Cod Table;Event.Fishing;ShadGPT;The News Buoy;Positivo;0.9901
67;2035-06-07T07:00:00;2035-06-07T07:00:00;Haenyeo Hyun-Ki;Brown, Clarke and Martinez;Cod Table;Event.Fishing.SustainableFishing;ShadGPT;The News Buoy;Positivo;0.9901
68;2035-06-27T04:00:00;2035-06-27T04:00:00;Melinda Manning;Brown, Clarke and Martinez;Cod Table;Event.Fishing.SustainableFishing;ShadGPT;Haacklee Herald;Positivo;0.9948
69;2035-06-27T04:00:00;2035-06-27T04:00:00;Melinda Manning;Brown, Clarke and Martinez;Cod Table;Event.Fishing.SustainableFishing;ShadGPT;Haacklee Herald;Positivo;0.9948
70;2035-06-27T04:00:00;2035-06-27T04:00:00;Melinda Manning;Brown, Clarke and Martinez;Cod Table;Event.Fishing.SustainableFishing;ShadGPT;Haacklee Herald;Positivo;0.9948
71;2035-06-27T21:00:00;2035-06-27T21:00:00;Haenyeo Hyun-Ki;Brown, Clarke and Martinez;Cod Table;Event.Fishing.SustainableFishing;BassLine;The News Buoy;Positivo;0.9901
72;2035-06-27T21:00:00;2035-06-27T21:00:00;Haenyeo Hyun-Ki;Brown, Clarke and Martinez;Cod Table;Event.Fishing.SustainableFishing;BassLine;The News Buoy;Positivo;0.9901
73;2035-06-27T21:00:00;2035-06-27T21:00:00;Haenyeo Hyun-Ki;Brown, Clarke and Martinez;Cod Table;Event.Fishing.SustainableFishing;BassLine;The News Buoy;Positivo;0.9901
74;2035-06-27T21:00:00;2035-06-27T21:00:00;Haenyeo Hyun-Ki;Brown, Clarke and Martinez;Cod Table;Event.Fishing.SustainableFishing;BassLine;The News Buoy;Positivo;0.9901
75;2035-06-27T21:00:00;2035-06-27T21:00:00;Haenyeo Hyun-Ki;Brown, Clarke and Martinez;Cod Table;Event.Fishing;BassLine;The News Buoy;Positivo;0.9901
76;2035-06-27T21:00:00;2035-06-27T21:00:00;Haenyeo Hyun-Ki;Brown, Clarke and Martinez;Cod Table;Event.Fishing;BassLine;The News Buoy;Positivo;0.9901
77;2035-06-27T21:00:00;2035-06-27T21:00:00;Olokun Daramola;Brown, Clarke and Martinez;Cod Table;Event.Fishing;ShadGPT;Haacklee Herald;Positivo;0.9948
